年分,標號,月標號,月份,2015,2014,企業完整名稱,統一編號,產業類別,所有權,股票代碼,所屬國家,地區,地址,聯絡信箱,聯絡電話,CSR網址,CSR報告網址,CSR社群媒體,報告書名稱,報告書類別,負責單位,出版次數,頁數,資訊揭露期間,上一次報告的出版年份?yyyy?,"報告週期?1, 2, 3, 4, 5?",報告框架,GRI行業補充指南,驗證單位,依循選項,保證標準,保證等級,"是否有指標對照表?0, 1, NA?",國家數量?#?,據點數量?#?, 男性總人數?#? , 女性總人數?#? ,工會,基金會,基金會_1,強制,編製狀態,食品相關產業
2016,365,47,1,1,0,遠雄建設事業股份有限公司,4673318,建材營造,上市,5522,台灣,台北,台北市松高路1號30樓,B2904@farglory.com.tw,02-2723-9999 #1880,http://www.farglory-land.com.tw/inVestment.aspx,http://www.farglory-land.com.tw/inVestment.aspx,0,2015企業社會責任報告書,企業社會責任報告,企業社會責任單位,2,101,2015.01~2015.12,2015,1,GRI G4,建築與不動產,PricewaterhouseCoopers,Core(核心）,ISAE 3000,有限確信 Limited,1,N/A,N/A,97,70,0,1,遠雄文教公益基金會,0,自願,0
2016,366,48,1,1,0,頎邦科技股份有限公司,16130009,半導體,上櫃,6147,台灣,新竹,新竹市科學工業園區力行五路3號,HR@chipbond.com.tw,03-567-8788,http://www.chipbond.com.tw/tw_csr.aspx,http://www.chipbond.com.tw/tw_csr_report.aspx,N/A,頎邦科技 2015 企業社會責任報告書,企業社會責任報告,人力資源相關單位,3,79,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,2,7,"2,570","2,273",0,0,0,0,自願,0
2016,367,49,1,0,0,達運精密工業股份有限公司,23504361,光電業,上市,6120,台灣,台中,台中市大雅區民生路3段313巷45號,cathay.ching@darwinprecisions.com,04-2569-2188,http://www.darwinprecisions.com/?sn=1049&lang=zh-TW,http://www.darwinprecisions.com/?sn=1049&lang=zh-TW,0,2015達運精密工業(股)公司企業社會責任報告書,企業社會責任報告,企業社會責任委員會,1,95,2015.01~2015.12,2016,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,2,8,,,0,0,0,0,自願,0
2016,368,50,1,1,1,大愛感恩科技股份有限公司,24311659,其他,未上市櫃,0,台灣,台北,北市內湖區洲子街65號2樓,lori_chen@daait.com,02-2657-5245 #1903,http://www.daait.com/index.php/tc/aboutus/2014-06-05-09-26-57,http://www.daait.com/index.php/tc/aboutus/2014-06-05-09-26-57,0,企業社會責任報告書,企業社會責任報告,企業社會責任單位,3,140,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,9,188,22,63,0,0,0,0,自願,0
2016,369,51,1,1,0,中華食品實業股份有限公司,76316325,食品工業,上櫃,4205,台灣,高雄,高雄市大樹區龍目路110-6號,herngb@ms29.hinet.net,02-27478266,http://www.herngyih.com.tw/files/DRIVER/201612130047531.pdf,http://www.herngyih.com.tw/files/DRIVER/201612130047531.pdf,NA,中華食品實業股份有限公司企業社會責任報告,企業社會責任報告,其他單位,2,94,2015.01~2015.12,2014,1,GRI G4,無使用補充指南,PricewaterhouseCoopers,Core(核心）,ISAE 3000,有限確信 Limited,1,1,4,121,141,0,1,慈愛基金會,食品,強制,1
2016,370,52,1,1,0,鮮活控股股份有限公司,37759808,食品工業,上市,1256,開曼群島,中國,中國江蘇省昆山市張浦鎮俱進路10號,CSR@sunjuice.com.cn,86-512-5751-5501,http://www.myfreshjuice.com/others/responsibility.html,http://www.myfreshjuice.com/others/responsibility.html,0,2015年度鮮活控股企業社會責任報告書,企業社會責任報告,企業社會責任單位,4,106,2015.01~2015.12,2015,1,GRI G4,食品加工,PricewaterhouseCoopers,Core(核心）,ISAE 3000,有限確信 Limited,1,2,4,222,201,1,0,0,食品,自願,1
2016,371,53,1,0,0,勞動基金運用局,0,政府機構,未上市櫃,0,台灣,台北,台北市中正區羅斯福路一段6號10樓 ,0,02-3343-5900,http://www.blf.gov.tw/static/social_responsibility/index.html,http://www.blf.gov.tw/static/social_responsibility/index.html,0,勞動基金運用局2016社會責任報告書,企業社會責任報告,未註明負責單位,1,54,2014.02~2015.12,第一次出版報告,1,GRI G4,金融財務,無驗證單位,Core(核心）,無保證標準,無保證等級,1,1,1,44,96,0,0,0,0,自願,0
2016,372,54,1,1,0,味全食品工業股份有限公司,11347802,食品工業,上市,1201,台灣,台北,台北市中山區松江路125號,felix_hsu@weichuan.com.tw,02-2506-5020 #1144,http://www.weichuan.com.tw/CSR,http://www.weichuan.com.tw/InfoDisclosure,0,味全公司104年度企業社會責任報告書,企業社會責任報告,企業社會責任單位,2,104,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,PricewaterhouseCoopers,Core(核心）,ISAE 3000,有限確信 Limited,1,1,4,"1,312",647,1,0,0,食品,強制,1
2016,373,55,1,0,0,新唐科技股份有限公司,28112646,半導體,上市,4919,台灣,新竹,新竹科學工業園區研新三路4號,CSR@nuvoton.com,03-579-2771,http://www.nuvoton.com/hq/about-nuvoton/csr/csr/?__locale=zh_TW,http://www.nuvoton.com/hq/about-nuvoton/csr/csr_report/?__locale=zh_TW,0,企業社會責任報告書,企業社會責任報告,企業社會責任委員會,2,73,2014.01~2015.12,2014,2,GRI G4,無使用補充指南,SGS,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,4,N/A,712,601,1,0,0,0,自願,0
2016,374,56,1,0,0,虹冠電子工業股份有限公司,16130417,半導體,上市,3257,台灣,新竹,新竹科學工業園區新竹市東區園區二路11號5樓,resume@championmicro.com.tw,03-5679979,Ｎ/A,Ｎ/A,Ｎ/A,企業社會責任執行績效報告,其他報告,未註明負責單位,1,7,N/A,第一次出版,1,無框架,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,0,Ｎ/A,Ｎ/A,,,0,0,0,0,自願,0
2016,375,57,1,0,1,台灣浩鼎生技股份有限公司,13110677,生技醫療,上櫃,4174,台灣,台北,台北市南港區園區街3號19樓,atsai@obiphrma.com,02-2786-6589,http://www.obipharma.com/index.aspx?lang=chi&fn=index,http://www.obipharma.com/index.aspx?lang=chi&fn=index,0,台灣浩鼎2015年企業社會責任報告書,企業社會責任報告,品牌/公共關係,2,64,2015.01~2015.12,2014,2,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,3,0,50,45,0,0,0,0,自願,0
2016,376,58,1,1,0,潤泰創新國際股份有限公司,12139612,其他,上市,9945,台灣,台北,台北市八德路2段308號11樓之1,N/A,02-8161-9888 #1917,N/A,N/A,N/A,RUENTEX DEVELOPMENT 2015 Corporate Social Responsibility Report,企業社會責任報告,企業社會責任單位,2,104,2015.01~2015.12,2015,1,GRI G4,建築與不動產,PricewaterhouseCoopers,Core(核心）,ISAE 3000,有限確信 Limited,1,1,14,53,66,0,0,0,服務,強制,0
2016,377,59,1,1,0,臺鹽實業股份有限公司,89397503,食品工業,上市,1737,台灣,台南,台南市南區健康路一段297號,tsi150@tybio.com.tw,06-216-0688,http://www.tybio.com.tw/webc/html/about/10.aspx,http://www.tybio.com.tw/webc/html/is/14.aspx?kind=15,0,2015臺鹽實業股份有限公司企業社會責任報告書,企業社會責任報告,高層辦公室（董事長室、總經理室...）,2,75,2015.01~2015.12,2015,1,GRI G4,食品加工,Ernst & Young,Core(核心）,ISAE 3000,有限確信 Limited,1,1,6,,,1,0,0,食品,強制,1
2016,378,60,1,0,0,美磊科技股份有限公司,23691266,通信網路業,上櫃,3068,台灣,桃園,桃園市平鎮區南豐路270號,crystalsu@maglayers.com.tw,03-415-9111,http://www.maglayers.com.tw/_chinese/02_social/00_overview.php,file:///C:/Users/User/Desktop/2015企業社會責任報告書下載.pdf,0,美磊科技股份有限公司 2015 企業社會責任報告書 ,企業社會責任報告,企業社會責任單位,1,34,2015.01~2015.12,第一次出版,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,1,1,197,205,0,0,0,0,自願,0
2016,379,61,1,1,0,愛之味股份有限公司,65534366,食品工業,上市,1217,台灣,嘉義,嘉義縣民雄鄉興南村工業二路11號,agvpub@mail.com.tw,05-221-1521,http://www.agv.com.tw/2011/responsibility.php,http://www.agv.com.tw/2011/responsibility.php,0,愛之味2015年度企業社會責任報告書,企業社會責任報告,其他單位,2,94,2015.01~2015.12,2015,1,GRI G4,食品加工,其他會計師事務所,Core(核心）,ISAE 3000,有限確信 Limited,1,1,1,270,327,0,0,0,食品,強制,1
2016,380,62,1,1,1,亞旭電腦股份有限公司,23475561,電腦及週邊,未上市櫃,2366,台灣,新北,新北市中和區建康路119號10樓,qs@askey.com.tw,02-2228-7588,http://www.askey.com.tw/csr_cn.html,http://www.askey.com.tw/csr_cn.html,0,亞旭電腦企業社會責任報告書,企業社會責任報告,品質管理,3,79,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,SGS,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,N/A,N/A,"4,250","2,726",1,0,0,0,自願,0
2016,381,63,1,1,1,台灣塑膠工業股份有限公司,75708007,塑膠工業,上市,1301,台灣,高雄,高雄市仁武區水管路100號,thchen1@fpc.com.tw,02-2712-2211 #6040,http://www.fpc.com.tw/fpcw/index.php?op=res&id=8,http://www.fpc.com.tw/fpcw/index.php?op=res&id=19,0,企業社會責任報告書,企業社會責任報告,高層辦公室（董事長室、總經理室...）,2,156,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,4,33,"5,497",528,1,1,"明德基金會
王詹樣
社福基金會
勤勞社福慈善
事業基金會
金車原住民
文教基金會",傳產,強制,0
2016,382,64,1,1,0,台達化學工業股份有限公司,11893409,塑膠工業,上市,1309,台灣,台北,台北市內湖區基湖路37號12樓, linpc@ttc.com.tw,(02)2650-3773,http://www.ttc.com.tw/zh-tw/dirCSR/frmCSR5.aspx,http://www.ttc.com.tw/zh-tw/dirCSR/frmCSR5.aspx,NA,台達化學工業股份有限公司企業社會責任報告書,企業社會責任報告,企業社會責任委員會,2,78,2015.01~2015.12,2014,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,2,8,544,110,1,0,0,0,自願,0
2016,383,65,1,1,0,其祥生物科技控股有限公司,53028230,食品工業,上櫃,1258,開曼群島,台北,台北市中山區松江路51號8樓,investor@keesong.com,02-2518-4933,http://keesongbiotech.com/csr/,http://keesongbiotech.com/csr/,0,2015企業社會責任報告書,企業社會責任報告,其他單位,2,86,2015.01~2015.12,2015,1,GRI G4,食品加工,Deloitte,Core(核心）,ISAE 3000,有限確信 Limited,1,3,0,419,117,0,0,0,食品,強制,1
2016,384,66,1,1,0,潤泰精密材料股份有限公司,86871981,其他,上市,8463,台灣,台北,台北市中山區八德路二段308號10樓,rtm@mail.ruentex.com.tw,02-8161-9989,http://www.rtm.com.tw/chinese/csr/overview.php,http://www.rtm.com.tw/chinese/csr/csr-report.php,0,2015潤泰精密材料企業社會責任報告書,企業社會責任報告,高層辦公室（董事長室、總經理室...）,2,72,2015.01~2015.12,2015,1,GRI G4,採礦與金屬,無驗證單位,Core(核心）,無保證標準,無保證等級,0,1,2,235,28,1,0,0,0,自願,0
2016,385,67,1,1,0,中華工程股份有限公司,75094900,建材營造,上市,2515,台灣,台北,台北市松山區東興路12號6樓,besbs0@bes.com.tw,02-8787-6295,http://www.bes.com.tw/portal_l15.php,http://www.bes.com.tw/portal_l15.php,0,企業社會責任報告書,企業社會責任報告,企業社會責任單位,2,44,2015.01~2015.12,第一次出版,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,0,1,1,473,190,0,0,0,服務,強制,0
2016,386,68,1,1,1,台灣日立股份有限公司,11915305,電機機械,外商,N/A,日本,台北,台北市中山區南京東路三段63號,N/A,02-2508-3311,http://www.taiwan-hitachi.com.tw/liability/responsibility.aspx,http://www.taiwan-hitachi.com.tw/liability/report.aspx,0,台灣日立股份有限公司2016企業社會責任報告書,企業社會責任報告,未註明負責單位,2,35,2015.01~2015.12,2015,1,無框架,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,0,1,13,,,0,0,0,0,自願,0
2016,387,69,1,0,0,台灣數位光訊科技股份有限公司,28371951,其他,上市,6464,台灣,台中,台中市西屯區文心路二段201號6樓之6,CSR@tinp.net.tw,04-3705-0000 #6115,http://www.topmso.com.tw/csr_csrreport.php?type=1,http://www.topmso.com.tw/downloadarea/20161202175947.pdf,0,2015 企業社會責任報告書,企業社會責任報告,企業社會責任委員會,1,97,2013.01~2015.12,第一次出版報告,0.5,GRI G4,無使用補充指南,Deloitte,Core(核心）,ISAE 3000,有限確信 Limited,1,1,4,381,205,0,0,0,0,自願,0
2016,388,70,1,1,0,工信工程股份有限公司,3028404,建材營造,上市,5521,台灣,台北,台北市市民大道4段102號8樓,k2089@kseco.com.tw,02-2751-4188 #508,http://www.kseco.com.tw/tw/csr_home.html,N/A,N/A,工信工程股份有限公司 2015 企業社會責任報告書,企業社會責任報告,企業社會責任單位,2,105,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,4,8,181,66,0,0,0,0,自願,0
2016,389,71,1,0,0,台灣松下電器股份有限公司,33385300,電子零組件,外商,0,日本,新北,新北市中和區員山路579號,Webinfo@tw.panasonic.com,02-22235121 ,http://www.panasonic.com.tw/csr2015/,http://www.panasonic.com.tw/csr2015/,0,台灣Panasonic集團企業社會責任報告書,企業社會責任報告,品牌/公共關係,1,103,2015.01~2015.12,第一次出版報告,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,1,N/A,"1,393",661,1,1,"財團法人台灣松
下文教基金會",0,自願,0
2016,390,72,1,1,0,和大工業股份有限公司,52264848,電機機械,上市,1536,台灣,台中,台中市大里區仁化路115號,erm@hota.com.tw,04-2569-2299 #1820,http://www.hota.com.tw/tw/transmission/responsibility.php,http://www.hota.com.tw/tw/transmission/responsibility.php?c1=6,0,企業社會責任報告書,企業社會責任報告,經營管理部,2,80,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,BSI,Core(核心）,標示不清楚,標示不清楚,1,1,2,613,177,0,1,財團法人臺中市私立高和春貴慈善基金會,0,自願,0
2016,391,73,1,0,0,濟南大自然新材料股份有限公司,54397154,化學工業,上市,4763,開曼群島,台北,台北市信義區光復南路419巷18號6樓,4763@acetek.com.cn,02-2720-5045,http://www.acetek.com.cn/qiyeshehuizerenzhuanqu/,http://www.acetek.com.cn/qiyeshehuizerenzhuanqu/,0,企業社會責任報告書,企業社會責任報告,未註明負責單位,1,55,2015.01~2015.12,第一次出版,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,2,2,88,83,0,0,0,傳產(2016),強制,0
2016,392,74,1,0,0,盛群半導體股份有限公司,16130330,半導體,上市,6202,台灣,新竹,新竹市科學工業園區研新二路三號,ir@holtek.com.tw ,03-563-1999 #1612 ,http://www.holtek.com.tw/responsibility,http://www.holtek.com.tw/csr_reports,0,盛群2015年企業社會責任報告書,企業社會責任報告,行政管理/公共事務,1,97,2015.01~2015.12,第一次出版,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,N/A,N/A,,,0,0,0,0,自願,0
2016,393,75,1,1,0,錸德科技股份有限公司,23218873,光電業,上市,2349,台灣,新竹,新竹縣湖口鄉光復北路42號,personal@ritek.com.tw,03-5985-696,http://www.ritek.com.tw/responsibility.htm,http://www.ritek.com.tw/responsibility.htm,0,2015年企業社會責任報告書,企業社會責任報告,企業社會責任單位,2,73,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,Ernst & Young,Core(核心）,ISAE 3000,有限確信 Limited,1,7,12,973,338,0,1,錸德文教基金會,科技,強制,0
2016,394,76,1,1,0,義隆電子股份有限公司,84149224,半導體,上市,2458,台灣,新竹,新竹科學工業園區新竹縣創新一路十二號,csr@emc.com.tw,03-563-9977,http://www.emc.com.tw/twn/Social_Responsibility01.asp,http://www.emc.com.tw/twn/Social_Responsibility05.asp,0,義隆電子企業社會責任報告書,企業社會責任報告,企業社會責任委員會,2,130,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,SGS,Core(核心）,AA1000,AA 1000第2類型 中度保證等級,1,4,10,527,273,0,0,0,0,自願,0
2016,395,77,1,1,0,鐿鈦科技股份有限公司,27473348,生技醫療,上櫃,4163,台灣,台中,台中市南屯區文山里精科路9號,SP@mail.intai.com.tw,04-2359-5336,http://ir.intai.com.tw/?act=operatorword,http://ir.intai.com.tw/?act=corporatesocial&cmd=list,0,鐿鈦科技2015年企業社會責任報告書,企業社會責任報告,高層辦公室（董事長室、總經理室...）,3,91,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,1,1,243,297,0,0,0,0,自願,0
2016,396,78,1,0,0,艾訊股份有限公司,23718011,電腦及週邊,上櫃,3088,台灣,新北,新北市新店區寶橋路235巷4號8樓,candice@axiomtek.com.tw,02-2917-4550,http://www.axiomtek.com.tw/company/investor/2015_CSR_report.pdf,http://www.axiomtek.com.tw/Default.aspx?MenuId=AboutUs&ItemId=194&C=%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB%E5%B0%88%E5%8D%80,0,2015艾訊企業社會責任報告書,企業社會責任報告,企業社會責任委員會,1,71,2015.01~2015.12, 第一次出版報告,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,8,11,479,350,0,0,0,0,自願,0
2016,397,79,1,1,0,尚志半導體股份有限公司,89487188,半導體,上市,3579,台灣,台北,台北市中山區中山北路三段22號,N/A,N/A,http://www.sanchih.com.tw/8_01.html,http://www.sanchih.com.tw/8_01.html,0,企業社會責任報告書,企業社會責任報告,未註明負責單位,2,39,2015.01~2015.12,N/A,1,無框架,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,0,1,2,,,0,0,0,0,自願,0
2016,398,81,1,1,0,台灣卜蜂企業股份有限公司,36514783,食品工業,上市,1215,台灣,南投,南投市南崗工業區工業東路17號,cp3800@cptwn.com.tw,04-9225-5337 #274,http://www.cptwn.com.tw/cpwebsite/CPPage3.aspx?page=09,http://www.cptwn.com.tw/cpwebsite/CPPage3.aspx?page=09,0,卜蜂食品2015企業社會責任報告書,企業社會責任報告,企業社會責任單位,2,99,2015.01~2015.12,2015,1,GRI G4,食品加工,PricewaterhouseCoopers,Core(核心）,ISAE 3000,有限確信 Limited,1,1,7,767,678,0,0,0,食品,強制,1
2016,399,82,1,0,0,財團法人中華民國佛教慈濟慈善事業基金會,94800552,非營利組織,未上市櫃,0,台灣,花蓮,花蓮縣花蓮市中央路三段703號,N/A,03-856-0136,http://www.tzuchi.org.tw/index.php?option=com_wrapper&view=wrapper&Itemid=810&lang=zh,http://www.tzuchi.org.tw/doc/2015CSR_complete_small(with_links).pdf,0,永續報告書,企業永續報告/永續發展報告,其他單位,1,130,2015.01~2015.12,第一次出版報告,1,GRI G4,非營利組織,SGS,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,56,N/A,360,671,1,1,(本身就是基金會),0,自願,0
2016,400,83,1,1,1,合勤投資控股股份有限公司,28999503,通信網路業,上市,3704,台灣,新竹,新竹科學園區新竹縣創新二路六號,csr@unizyx.com.tw ,N/A,http://www.unizyx.com.tw/performer.php,http://www.unizyx.com.tw/report.php,www.facebook.com/unizyxgreen ,合勤投控2015企業社會責任報告書,企業社會責任報告,企業社會責任委員會,6,85,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,DNV,Core(核心）,DNV GL Protocol,中度保證等級,1,46,N/A,,,0,1,進步文教基金會,0,自願,0
2016,401,84,1,1,0,臺北大眾捷運股份有限公司,84894989,其他,未上市櫃,0,台灣,台北,臺北市中山區中山北路2 段48 巷7 號,chichon@metro.taipei,02-2536-3001#8632,http://csr.metro.taipei/,http://csr.metro.taipei/,0,企業社會責任報告書,企業社會責任報告,其他單位,2,134,2015.01~2015.12,第一次出版報告,1,GRI G4,無使用補充指南,SGS,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,1,117,"4,742","1,252",0,0,0,0,自願,0
2016,402,85,1,1,0,聯華食品工業股份有限公司,7569627,食品工業,上市,1231,台灣,台北,台北市大同區延平北路二段96號10樓,CSR@lianhwa.com.tw,02-2552-1666 #491,http://www.lianhwa.com.tw/column_list.php?content_category_sn=423,http://www.lianhwa.com.tw/column_list.php?content_category_sn=423,0,聯華食品2015企業社會責任報告書,企業社會責任報告,品牌/公共關係,2,106,2015.01~2015.12,2015,1,GRI G4,食品加工,Deloitte,Core(核心）,ISAE 3000,有限確信 Limited,1,1,10,662,980,0,0,0,食品,強制,1
2016,403,86,1,1,1,圓剛科技股份有限公司,23611974,電腦及週邊,上市,2417,台灣,新北,新北市中和區建一路135號,Frank.Wang@avermedia.com,02-2226-3630,http://www.avermedia.com/tw/about_us/social,http://www.avermedia.com/tw/about_us/social,0,2015 圓剛科技 企業社會責任報告書,企業社會責任報告,品牌/公共關係,5,68,2015.01~2015.12,2015,1,GRI G3.1,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,10,,92,162,0,0,0,0,自願,0
2016,404,87,1,0,0,富邦媒體科技股份有限公司,27365925,貿易百貨,上市,8454,台灣,台北,台北市內湖區洲子街96號4樓,momoSD@fmt.com.tw,02-2162-6688,http://www.fmt.com.tw/index.php?option=com_content&view=article&id=907&Itemid=285,http://www.fmt.com.tw/index.php?option=com_content&view=article&id=892&Itemid=277,http://www.fmt.com.tw/index.php?option=com_content&view=category&id=38&Itemid=139,富邦媒體科技2015企業社會責任報告書,企業社會責任報告,企業社會責任單位,1,66,2015.01~2015.12,2016,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第1類型,1,1,1,500,958,0,0,0,0,自願,0
2016,405,88,1,0,0,聯銘機械有限公司 ,86444783,電機機械,未上市櫃,0,台灣,高雄,高雄縣仁武鄉仁心路317之1號,Jessica@lianng.com.tw,07-3742-313 #12,0,0,0,CSR基礎揭露報告,其他報告,企業社會責任委員會,1,18,2015.01~2015.12,第一次出版報告,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,0,1,1,,,0,0,0,0,自願,0
2016,406,89,1,1,0,松翰科技股份有限公司,97063584,半導體,上市,5471,台灣,新竹,新竹縣竹北市台元街36號10樓之1,tse@sonix.com.tw,03-560-0888,http://www.sonix.com.tw/article-tw-1121-7628,http://www.sonix.com.tw/article-tw-1120-7627,0,2015企業永續與社會責任報告,企業永續與社會責任報告,未註明負責單位,3,81,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,5,6,283,88,0,0,0,0,自願,0
2016,407,90,1,0,0,裕國冷凍冷藏股份有限公司,23641978,其他,上櫃,8905,台灣,台中,台中市西屯區工業二路三號,woolung@cooleagle.com.tw,04-2359-1313,http://www.cooleagle.com.tw/yuindex/company.php,http://www.cooleagle.com.tw/yuindex/company.php?action=view&newsID=140,N/A,裕國冷凍冷藏股份有限公司2015企業社會責任報告書,企業社會責任報告,未註明負責單位,1,55,2015.01~2015.12,第一次出版,1,GRI G4,無使用補充指南,Ernst & Young,Core(核心）,ISAE 3000,有限確信 Limited,1,1,15,132,62,1,1,得根教育基金會,食品(2016),強制,0
2016,408,91,1,1,0,力晶科技股份有限公司,84149385,其他電子業,未上市櫃,5436,台灣,新竹,新竹市科學園區力行一路12號,sindy@powerchip.com,03-5795000#2350,http://www.powerchip.com/index.php?node=community,http://www.powerchip.com/index.php?node=community,0,Powerchip 2015企業社會責任報告書,企業社會責任報告,環境安全衛生/ 能源環境,5,62,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,4,1,"2,890","1,970",0,1,財團法人力晶文教基金會、財團法人力晶環境保護基金會,0,自願,0
2016,409,92,1,0,0,承業生醫投資控股股份有限公司,24483414,生技醫療,上市,4164,台灣,台北,台北市中山區長春路366號6樓,IR@chcg.com ,02-6608-1999 #105 ,http://www.cyhc.com.tw/csr_04.php,http://www.cyhc.com.tw/csr_report_2015.php,0,承業生醫集團2015企業社會責任報告書,企業社會責任報告,企業社會責任委員會,1,60,2015.01~2015.12,第一次出版,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,3,19,95,47,0,0,0,0,自願,0
2016,410,93,1,0,0,德麥食品股份有限公司,23420497,食品工業,上櫃,1264,台灣,新北,新北市五股區五權五路31號, ir@tehmag.com.tw,(02)2361-1300,http://www.tehmag.com.tw/investors.php?NO=3,http://www.tehmag.com.tw/investors.php?NO=3,N/A,德麥企業社會責任報告,企業社會責任報告,企業社會責任單位,1,68,2015.01~2015.12,第一次出版報告,1,GRI G4,食品加工,其他會計師事務所,Core(核心）,ISAE 3000,有限確信 Limited,1,5,8,183,75,0,0,0,食品(2016),強制,1
2016,411,94,1,0,0,春雨工廠股份有限公司,88187108,鋼鐵工業,上市,2012,台灣,高雄,高雄市岡山區大寶街100號,cychl@ms26.hinet.net,07-6214121,http://www.chunyu.com.tw/TW/social.html,http://www.chunyu.com.tw/TW/social.html,0,企業社會責任報告書,企業社會責任報告,未註明負責單位,1,76,2015.01~2015.12,第一次出版報告,0,GRI G4,無使用補充指南,無驗證單位,Core(核心）,自我宣告AA1000,無保證等級,1,4,4,367,84,0,0,0,0,自願,0
2016,412,95,1,1,0,遠雄悅來大飯店股份有限公司,23986016,觀光事業,上市,2712,台灣,花蓮,花蓮縣壽豐鄉鹽寮村山嶺18號,IR_HOTEL.hh@farglory-hotel.com.tw,03-812-3900 #8350,http://www.farglory-hotel.com.tw/Invest/Invest/InvestFivePageFive/,http://www.farglory-hotel.com.tw/Invest/Invest/InvestFivePageFive/,0,企業社會責任報告書,企業社會責任報告,企業社會責任委員會,3,53,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,1,1,,,0,0,0,0,自願,0
2016,413,96,1,1,0,夏都國際開發股份有限公司,89434676,觀光事業,上市,2722,台灣,屏東,屏東縣恆春鎮省北路40巷2弄15號,accusation@ktchateau.com.tw,(08)8862377,http://invest.ktchateau.com.tw/index.html?NOTEID=10216,http://invest.ktchateau.com.tw/index.html?NOTEID=10216,N/A,夏都沙灘酒店2015企業責任報告書,企業責任報告,未註明負責單位,2,55,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,N/A,N/A,,,0,0,0,0,自願,0
2016,414,97,1,0,0,成霖企業股份有限公司,30899261,其他,上市,9934,台灣,台中,台中市潭子區(台中加工出口區)建國路22號,fusheng.ku@globeunion.com,04-2534-9676,http://www.globeunion.com/gb/page.php?key=investor&class=csr,http://www.globeunion.com/gb/page.php?key=investor&class=csr,0,社會責任報告書,社會責任報告,未註明負責單位,1,66,2015.01~2015.12,第一次出版報告,0,GRI G4,無使用補充指南,Ernst & Young,Core(核心）,ISAE 3000,有限確信 Limited,1,5,30,66,70,1,0,0,0,自願,0
